lemma	form	pos
düşün	düşünmüyor	VERB
gonzález	gonzález	PROPN
ilgilen	ilgileniyordu	VERB
heyecan	heyecandan	NOUN
karayolu	karayoluyla	NOUN
anaya	anaya	PROPN
gürcistan	gürcistan	PROPN
dur	durmak	VERB
ye	yiyorlar	VERB
satış	satış	NOUN
1492	1492'de	NOUN
ustalık	ustalığı	NOUN
nefes	nefese	NOUN
hassas	hassas	ADJ
yönet	yönetilen	ADJ
san	sanırsın	VERB
değişiklik	değişikliğin	NOUN
ara	aradığımı	VERB
anlat	anlattılar	VERB
lütfullah	lütfullah	PROPN
makine	makinenin	NOUN
tayga	tayga	NOUN
uçak	uçağının	NOUN
peş	peşine	NOUN
ortam	ortamda	NOUN
harekat	harekatı	NOUN
kat	kattığı	ADJ
ayak	ayakları	NOUN
ekim	ekim'de	NOUN
sun	sunulacak	VERB
nihayet	nihayet	NOUN
merkez	merkez	ADJ
ayşe	ayşenin	PROPN
çalış	çalışmam	VERB
gör	görülen	ADJ
ver	verildiğini	VERB
küt	küt	ADJ
kurnaz	kurnaz	ADJ
et	etmeksizin	VERB
çık	çıkılır	VERB
grup	grubun	NOUN
yağ	yağacakmış	VERB
tekne	teknelerin	NOUN
oyna	oynuyorlardı	VERB
gururlu	gururlu	ADJ
nazik	nazik	ADJ
acele	acelesi	ADJ
çalış	çalıştık	VERB
ortalama	ortalama	NOUN
dışarı	dışarının	NOUN
gerin	gerindi	VERB
timur	timur’un	PROPN
hayat	hayatım	NOUN
etkileşim	etkileşimi	NOUN
1997	1997	NUM
ger	gerilip	VERB
ypk	ypk	PROPN
barınak	barınağın	NOUN
inceleyen	inceleyen	VERB
_	iskontolu	_
_	netti	_
koca	kocasına	NOUN
bil	bildiğinden	VERB
anla	anlayamadım	VERB
sosyalist	sosyalist	NOUN
şans	şansını	NOUN
patron	patronu	NOUN
hisset	hissediyordum	VERB
atla	atladı	VERB
bekle	bekleniyor	VERB
yuzon	yuzon	NUM
gittik	gittiğim	VERB
koyun	koyun	NOUN
de	diyeceğimi	VERB
sür	sürdüreceklerini	VERB
can	can’ın	PROPN
bahçe	bahçemizi	NOUN
alışveriş	alışverişi	NOUN
antropolog	antropolog	NOUN
milliyet	milliyet'i	PROPN
savur	savura	VERB
deney	deneylerle	NOUN
sok	soktu	VERB
fırla	fırladım	VERB
yaz	yazdığını	VERB
ömer	ömer’i	PROPN
parmak	parmaklarını	NOUN
operasyon	operasyon	NOUN
murat	murat’ta	NOUN
sınıf	sınıflarda	NOUN
hitap	hitap	NOUN
istifa	istifa	NOUN
potansiyel	potansiyel	NOUN
konum	konumuna	NOUN
_	1960'lardan	NOUN
bil	bilmediğini	VERB
girişim	girişimler	NOUN
kaygı	kaygı	NOUN
meraklı	meraklı	ADJ
olanak	olanak	NOUN
et	edemeyiz	VERB
cins	cinsinden	ADJ
öğrenci	öğrencileri	NOUN
şehir	şehirlerde	NOUN
giy	giydiği	VERB
hat	hattın	NOUN
serp	serpilip	VERB
ipek	ipek	ADJ
kariyer	kariyerinin	NOUN
kelt	kelt	PROPN
america	america	PROPN
düşman	düşmanlarına	NOUN
güzide	güzide'yi	PROPN
gerçekleş	gerçekleşir	VERB
sahne	sahnede	NOUN
bakış	bakışlarını	NOUN
paşa	paşa’yı	NOUN
televizyon	televizyonlarını	NOUN
bırak	bırakmadı	VERB
ayak	ayağım	NOUN
kon	kondu	VERB
ayır	ayırtmak	VERB
çıkar	çıkarıldı	VERB
2004	2004'te	NOUN
_	iyidir	_
özellik	özellik	NOUN
tören	törenine	NOUN
kız	kızımız	ADJ
de	demeyin	VERB
pop	pop	ADJ
gayet	gayet	ADV
dolap	dolaba	NOUN
_	gibiydim	_
inan	inanıyor	VERB
usta	usta	NOUN
ücret	ücretlerin	NOUN
şura	şuradan	PRON
duy	duyulur	VERB
koş	koşmaya	VERB
öğren	öğrenmiş	VERB
ver	verilebilecek	VERB
fizik	fizik	NOUN
_	16.	NUM
konuş	konuştukça	VERB
ahmet	ahmet’i	PROPN
açıkla	açıklamalar	VERB
oda	odalar	NOUN
maalesef	maalesef	ADV
deyim	deyimi	NOUN
rusya	rusya'nın	PROPN
çık	çıkıyorlar	VERB
alvarez	alvarez'in	PROPN
_	arınınki	_
kestirim	kestirimlerin	NOUN
_	tümördür	_
eyüp	eyüp	PROPN
değişim	değişim	NOUN
vur	vuruldu	VERB
dahası	dahası	ADV
güne	güneye	NOUN
çalınan	çalınan	VERB
tartış	tartışıyor	VERB
düşün	düşünür	VERB
kaç	kaçı	NUM
haftalık	haftalık	ADJ
gel	gelmesiyle	VERB
gömlek	gömleğini	NOUN
zaman	zamanından	NOUN
kaya	kayalara	NOUN
sansar	sansar	NOUN
hayat	hayatından	NOUN
öfke	öfke	NOUN
radar	radar	NOUN
uyku	uykun	NOUN
_	oydu	_
trabzon	trabzon	PROPN
_	kadardı	_
nitelik	niteliklerinden	NOUN
uzman	uzman	ADJ
al	aldırdığı	VERB
stopaj	stopaj	NOUN
hangileri	hangilerini	PRON
darbe	darbeler	NOUN
dağ	dağı	NOUN
sp	sp	NOUN
söyle	söyledikten	VERB
kupa	kupası	NOUN
bırak	bırakmadan	VERB
yaşa	yaşıyoruz	VERB
metin	metinler	NOUN
başkanlık	başkanlığa	NOUN
kategori	kategoride	NOUN
sulhi	sulhi	PROPN
intihar	intihar	NOUN
baraj	barajın	NOUN
doğrultu	doğrultusunda	NOUN
yap	yaptırtmış	VERB
kavun	kavun	NOUN
ocak	ocağının	NOUN
sunucu	sunucusu	NOUN
bardak	bardaktan	NOUN
artış	artışının	NOUN
deney	deneyler	NOUN
ülke	ülkemizin	NOUN
tamam	tamamının	ADJ
borç	borca	NOUN
düşün	düşünme	VERB
üşü	üşümeyelim	VERB
meiji	meiji'den	PROPN
my	my	X
kur	kuruldu	VERB
gir	giriyorum	VERB
pkk	pkk	PROPN
mevzuat	mevzuatı	NOUN
tahvil	tahvilin	NOUN
emin	eminim	ADJ
proje	projeleri	NOUN
ürün	ürünlerin	NOUN
süvari	süvari	NOUN
üzer	üzerime	NOUN
bank	bank	NOUN
asil	asil	ADJ
yaklaş	yaklaşıyor	VERB
peş	peşinden	NOUN
ulaş	ulaşmanın	VERB
nakit	nakit	NOUN
kız	kızına	NOUN
_	sınırlı	ADJ
fransız	fransızlar	PROPN
sığ	sığmaz	VERB
akşamüst	akşamüstü	NOUN
türkü	türkünün	NOUN
de	dedikleri	VERB
resim	resimlerden	NOUN
et	edilecek	VERB
nüfus	nüfusun	NOUN
yaz	yazmış	VERB
bulun	bulunup	VERB
yün	yün	NOUN
ayır	ayırdığı	VERB
ver	verdikten	NOUN
ışık	ışıkları	NOUN
ürün	ürünü	NOUN
ret	ret	NOUN
idare	idareye	NOUN
sevgi	sevginin	NOUN
bit	bitmişti	VERB
anlaşma	anlaşmaları	NOUN
bebe	bebeler	NOUN
muhabir	muhabiri	NOUN
ayhan	ayhen	PROPN
muamele	muamele	NOUN
yüksel	yükseltti	VERB
meteorolojik	meteorolojik	NOUN
ukrayna	ukrayna'da	PROPN
seçenek	seçeneğinin	NOUN
başrol	başrolünde	NOUN
armağan	armağanı	NOUN
kork	korktuğunu	VERB
bit	bitmesini	VERB
getir	getiriyorlardı	VERB
tie	tie	NOUN
sorunsuz	sorunsuz	ADJ
bırak	bırakmak	VERB
atatürk	atatürk'ün	PROPN
iste	isteyenler	VERB
kentsel	kentsel	ADJ
aç	açılmamıştır	VERB
oku	okudular	VERB
şura	şura	PROPN
oy	oyların	NOUN
fatih	fatih'in	PROPN
kapsa	kapsamaktadır	VERB
mensup	mensubu	NOUN
otobüs	otobüsün	NOUN
gecelik	gecelik	ADJ
tedbir	tedbirler	NOUN
pilot	pilotlara	NOUN
aga	aga	NOUN
_	mutluydu	_
kuruluş	kuruluşların	NOUN
öznel	öznel	ADJ
hiçbiri	hiçbirini	PRON
koy	koydular	VERB
_	konuydu	_
ol	olduklarını	VERB
konuşabilecek	konuşabileceği	VERB
geç	geçmedi	VERB
ceza	cezalara	NOUN
deri	derileri	ADJ
sev	sevmiyoruz	VERB
tablo	tabloyu	NOUN
_	olaydı	_
ay	ayda	NOUN
bilet	bilet	NOUN
sığır	sığır	NOUN
bak	bakamıyor	VERB
dördüncü	dördüncü	NUM
kolomb	kolomb	PROPN
içer	içeriyordu	VERB
arif	arif	PROPN
ağabaloğlu	ağabaloğlu	PROPN
kere	keresinde	NOUN
saç	saçların	NOUN
iskonto	iskonto	NOUN
popü	popüler	ADJ
alan	alanın	NOUN
denktaş	denktaş'ın	PROPN
bak	bakıla	VERB
teknolojik	teknolojik	NOUN
anla	anlayacaksın	VERB
yakutsk	yakutsk'tan	PROPN
akan	akan	VERB
yitir	yitiren	VERB
kuruluş	kuruluşları	NOUN
takipçi	takipçisi	NOUN
baş	başları	NOUN
çizme	çizmeleri	NOUN
gör	görsen	VERB
savaşım	savaşım	NOUN
kafa	kafasında	NOUN
çık	çıkmayacağız	VERB
ayırt	ayırt	NOUN
korkut	korkut’u	PROPN
li	'lilerin	ADP
incele	incelerken	VERB
de	derim	VERB
gönül	gönülden	NOUN
kurtul	kurtul	VERB
yönetim	yönetiminde	NOUN
danışman	danışmanı	NOUN
iste	istediğim	VERB
meze	mezeler	NOUN
ay	ayından	NOUN
üniversite	üniversitesi	NOUN
tut	tutumu	NOUN
yarayacak	yarayacak	VERB
tüt	tütüyor	VERB
endeks	endeks	NOUN
duyarlı	duyarlı	ADJ
değiş	değiştirip	VERB
özetle	özetliyordu	VERB
ağla	ağlayarak	VERB
iste	isteyerek	VERB
öneri	öneri	NOUN
komik	komik	ADJ
kazı	kazı	NOUN
yaşam	yaşamım	NOUN
olasılık	olasılığını	NOUN
pay	pay	NOUN
inşallah	i̇nşallah	ADV
başladığ	başladığında	NOUN
bass	bass	PROPN
davran	davrandım	VERB
_	romandaki	_
bil	bilemedim	VERB
addet	addediliyoruz	VERB
sırt	sırtında	NOUN
eri	erimeye	VERB
yayımla	yayımlanan	VERB
bil	bilmeyecek	VERB
_	böyledir	_
ol	olabilirdi	VERB
kırkbeş	kırkbeş	NUM
kol	kolumu	NOUN
domuz	domuz	NOUN
yıka	yıkanması	VERB
arsa	arsayı	NOUN
yalın	yalın	ADJ
sevda	sevda'ya	PROPN
karar	karardan	NOUN
oyun	oyunda	NOUN
dönem	dönemini	NOUN
öylesine	öylesine	ADV
cring	cring	PROPN
zorla	zorlamıştır	VERB
t	tuna	PROPN
kız	kızdığım	VERB
uğraş	uğraşır	VERB
bekle	bekleyemeyiz	VERB
dünya	dünyadan	NOUN
aysun	aysun	PROPN
dolma	dolma	NOUN
kayna	kaynadıktan	VERB
konuş	konuştuğumuz	VERB
_	oranlarındaki	_
dolaylı	dolaylı	ADJ
herif	herif	NOUN
bak	bakıyorlardı	VERB
sınır	sınırı	NOUN
iç	içti	VERB
eş	eşlerine	ADJ
arkadaş	arkadaşını	NOUN
rapor	raporlardan	NOUN
i	ydılar	AUX
kes	kes	VERB
ot	otlar	NOUN
anlat	anlatsam	VERB
sür	sürerek	VERB
dön	dönmüş	VERB
_	rengindeki	_
james	james	PROPN
gürkan	gürkan	PROPN
_	onurlu	_
hollanda	hollanda'da	PROPN
türk	türklerinin	ADJ
kamyon	kamyonun	NOUN
nejat	nejat	PROPN
valis	valisi	NOUN
tl	tl	NOUN
büyükelçi	büyükelçisi	NOUN
bağır	bağırıyordu	VERB
güzellik	güzelliği	NOUN
çarpış	çarpıştıktan	VERB
düzel	düzeltmeye	VERB
değişiklik	değişikliğe	NOUN
biz	bizleri	PRON
mahkeme	mahkemesinde	NOUN
_	güzelmiş	_
hizmet	hizmetin	NOUN
80	80	NUM
komşu	komşu	NOUN
eyalet	eyaleti	NOUN
finansman	finansman	NOUN
ilişki	ilişkileri	NOUN
vatandaş	vatandaşlarının	NOUN
karadeniz	karadeniz'e	PROPN
meyva	meyvaları	NOUN
yahudi	yahudi	ADJ
edebiyatçı	edebiyatçı	NOUN
hibe	hibe	NOUN
siz	sizden	PRON
stephan	stephen	PROPN
açıkla	açıklama	NOUN
kazan	kazanmış	VERB
seçim	seçimler	NOUN
çık	çıktığımda	VERB
soluk	soluğu	ADJ
gelişim	gelişimine	NOUN
nafile	nafile	ADJ
ulaş	ulaştığı	VERB
iç	içerdi	VERB
al	alırız	VERB
aç	açıyorlar	VERB
makul	makul	ADJ
rekabet	rekabete	NOUN
seks	seks	NOUN
su	suyuna	NOUN
şimşek	şimşek	NOUN
_	kesindi	_
gönder	gönderdi	VERB
parla	parlıyordu	VERB
partili	partili	ADJ
_	davranışlı	_
ayten	aytenin	PROPN
git	gitmekten	VERB
rota	rotası	NOUN
özerk	özerk	ADJ
kız	kızının	ADJ
demokratikleş	demokratikleşme	VERB
söylence	söylence	NOUN
kahve	kahve'ye	PROPN
muazzam	muazzam	ADJ
dene	denemiş	VERB
salon	salonda	NOUN
terbiyeli	terbiyeli	ADJ
manyetik	manyetik	ADJ
anlaşma	anlaşması	NOUN
kaş	kaş	NOUN
araba	arabamı	NOUN
şiş	şiş	NOUN
balkan	balkan	PROPN
altındağ	altındağ	PROPN
yak	yakıcı	VERB
_	irak'taki	_
çamaşır	çamaşırları	NOUN
deri	derisini	ADJ
karizma	karizma	NOUN
keskin	keskin	ADJ
politika	politikasında	NOUN
sekizonikibindokuzyuzdoksansekiz	sekizonikibindokuzyuzdoksansekiz	NUM
takma	takma	ADJ
seviş	sevişmeler	VERB
korku	korkunuz	NOUN
bayram	bayramı	NOUN
anlat	anlatıp	VERB
ağız	ağzında	NOUN
eski	eskilerden	NOUN
tsk	tsk'ya	NOUN
ev	evle	NOUN
sponsorluk	sponsorluk	NOUN
kala	kala	ADP
böcek	böcek	NOUN
yorum	yorumları	NOUN
yürü	yürür	VERB
kal	kaldırmış	VERB
thutmose	thutmose	PROPN
kavram	kavramlarla	NOUN
_	örtülü	ADJ
yakın	yakınlarında	NOUN
başka	başkasıyla	ADJ
kimse	kimseler	NOUN
hasret	hasretiyle	NOUN
even	even	PROPN
bura	burasını	PRON
ateşli	ateşli	ADJ
badem	badem	NOUN
baba	babasını	NOUN
uyuşmazlık	uyuşmazlık	NOUN
bakırköy	bakırköy	PROPN
orospu	orospuların	NOUN
nicelik	nicelik	NOUN
isim	isimler	NOUN
merkezci	merkezci	NOUN
ihmal	ihmal	NOUN
_	küçüksün	_
çık	çıkıyordum	VERB
fincan	fincan	NOUN
yaka	yakamızı	NOUN
rakı	rakıya	NOUN
çek	çekilme	NOUN
tavan	tavan	ADJ
bırak	bırakmayın	VERB
alışık	alışık	ADJ
koyun	koyunlarını	NOUN
_	büyüktü	_
art	artması	NOUN
tahkikat	tahkikatın	NOUN
ayır	ayırma	NOUN
kurtar	kurtaramayız	VERB
kaşar	kaşar	NOUN
hediye	hediyesi	NOUN
değiş	değiştirmez	VERB
kur	kurulması	VERB
i̇talya'	i̇talya'ya	PROPN
yaşa	yaşadığım	VERB
çalışarak	çalışarak	VERB
bıyık	bıyık	NOUN
dön	dönmeye	VERB
isim	isimleri	NOUN
demokrasi	demokrasinin	NOUN
kal	kalmışa	VERB
pazar	pazarına	NOUN
_	süreçtir	_
içecek	içecek	NOUN
hayat	hayatımda	NOUN
yen	yenemiyordu	VERB
düzey	düzeyinin	NOUN
ilişki	ilişkilerinde	NOUN
gerçek	gerçekler	ADJ
öl	öldüğüne	VERB
şimdi	şimdilerde	NOUN
seyahat	seyahate	NOUN
_	yüzyıldaki	_
kısıtlama	kısıtlamalar	NOUN
ikiyüzelli	ikiyüzelli	NUM
fıkır	fıkır	X
i	sun	AUX
i̇skoç	i̇skoç	PROPN
_	ayrıcalıklı	ADJ
şarkı	şarkılar	NOUN
güç	güçle	ADJ
azal	azaltma	NOUN
inan	i̇nanır	VERB
idealizm	idealizm	NOUN
_	teoridir	_
biçimli	biçimli	ADJ
bil	bilinmiyor	VERB
hasta	hastanın	NOUN
nisan	nisan'da	NOUN
tanı	tanındı	VERB
yunanistan	yunanistan	PROPN
elbet	elbette	ADV
ertan	ertan’ı	PROPN
kurucu	kurucusu	NOUN
i̇rlan	i̇rlanda	PROPN
görüşme	görüşmede	NOUN
oku	okuyamadım	VERB
_	yaşındaydım	_
hayri	hayri	PROPN
otobüs	otobüsüyle	NOUN
boyut	boyutu	NOUN
yakutistan	yakutistan'da	PROPN
maliyet	maliyetleri	NOUN
de	demiştim	VERB
boy	boyunda	NOUN
darbe	darbe	NOUN
salık	salık	NOUN
koru	koruma	NOUN
meşrubat	meşrubat	NOUN
kanıt	kanıtlar	NOUN
ad	adıyla	NOUN
güzellik	güzelliğini	NOUN
1994	1994’te	NUM
gazete	gazeteye	NOUN
fır	fır	NOUN
dükkan	dükkanına	NOUN
kon	konan	VERB
devlet	devleti	NOUN
anlayacak	anlayacak	VERB
humma	humma	NOUN
uç	uçları	NOUN
dertli	dertli	ADJ
bak	bakabilirim	VERB
hoşlan	hoşlanmıyoruz	VERB
konuk	konuk	NOUN
kız	kızını	NOUN
dön	dönsem	VERB
fayda	faydası	NOUN
_	haftaki	_
sent	sent	NOUN
geliş	geliştirilen	VERB
ofis	ofis	NOUN
bilkent	bilkent’e	PROPN
bak	bakarken	VERB
sınıf	sınıfın	NOUN
et	edebiliriz	VERB
komşu	komşularımızla	NOUN
baltalayan	baltalayan	VERB
uğra	uğratıyor	VERB
başsavcılık	başsavcılığı'na	NOUN
boyun	boynuna	NOUN
öde	ödemeleri	VERB
gir	girmek	VERB
arın	arınması	VERB
köylü	köylüler	ADJ
de	dediğini	VERB
ağız	ağzından	NOUN
_	içindeydim	_
doğa	doğada	NOUN
hesap	hesaplarına	NOUN
bilgisayar	bilgisayarımı	NOUN
ulaş	ulaştırmam	VERB
erişim	erişimi	NOUN
hat	hat	NOUN
anlat	anlatmam	VERB
_	detaylı	_
yaz	yazdığı	ADJ
niyet	niyet	NOUN
yasa	yasasında	NOUN
farklılık	farklılığı	NOUN
hala	halamın	NOUN
anlamsız	anlamsız	ADJ
kıbrıslı	kıbrıslı	ADJ
yönet	yöneten	ADJ
bil	bilerek	VERB
akıl	aklım	NOUN
vazgeç	vazgeçti	VERB
bölge	bölgelerine	NOUN
antonius	antonius	PROPN
dışına	dışına	ADP
necmettin	necmettin	PROPN
çelebi	çelebi	PROPN
iste	istediniz	VERB
beraberce	beraberce	ADV
gel	gelerek	VERB
dost	dostun	ADJ
duvar	duvara	NOUN
satış	satışlar	NOUN
yolcu	yolcular	NOUN
katkı	katkısı	NOUN
bakkal	bakkal	NOUN
beyin	beynine	NOUN
pantolon	pantolon	NOUN
sağ	sağa	ADJ
ışık	ışıklar	NOUN
soyun	soyunmasına	VERB
yol	yolunun	NOUN
san	sandı	VERB
_	ayınınki	_
kat	katılan	VERB
anla	anlayamadığını	VERB
geliş	gelişmelerini	VERB
_	bağımlıdır	_
savcılık	savcılıktan	NOUN
oğul	oğluyla	NOUN
topç	topçu	NOUN
öngörü	öngörüler	NOUN
kullan	kullanılabilir	VERB
oku	okumuyor	VERB
göster	göstermiş	VERB
yürü	yürürken	VERB
mutluluk	mutluluğun	NOUN
al	almıştım	VERB
etki	etkisini	NOUN
fransa	fransa'dan	PROPN
makarna	makarna	NOUN
sakın	sakın	INTJ
halil	halil	PROPN
halk	halklarının	NOUN
kravat	kravat	NOUN
dal	daldı	VERB
konuş	konuşmak	VERB
_	yaşayanlar	NOUN
hoca	hocalar	NOUN
hayati	hayati	ADJ
gel	geldiğimizde	VERB
9	9	NUM
eser	eserler	NOUN
bit	bitirmedinizse	VERB
yardımlaş	yardımlaşma	VERB
harca	harcamaları	VERB
ağla	ağlamaz	VERB
süreç	süreçlere	NOUN
başkan	başkanını	NOUN
alan	alanlar	NOUN
yaz	yazıp	VERB
dere	dere	NOUN
azal	azalmış	VERB
gül	gülerek	VERB
teşekkür	teşekkürler	NOUN
de	demişim	VERB
tekne	tekne	NOUN
_	avukattı	_
çarp	çarpıp	VERB
say	sayılmaz	VERB
yaklaş	yaklaştı	VERB
1916	1916'da	NOUN
dostluk	dostluk	NOUN
idare	i̇daresi	NOUN
rica	rica	NOUN
rol	rolünü	NOUN
hanedan	hanedanı	NOUN
rahatla	rahatlarız	VERB
21	21	NUM
_	üzereydim	_
temel	temeli	ADJ
ün	ün	NOUN
çalış	çalışıyorsa	VERB
düşün	düşünüyorsun	VERB
erim	erim	PROPN
de	dediğim	VERB
de	dediği	VERB
dayan	dayanmaktadır	VERB
_	dolardır	_
ertan	ertan	PROPN
akyol	akyol'un	PROPN
materyalist	materyalist	ADJ
sevin	sevindi	VERB
mücadele	mücadelesinin	NOUN
dayan	dayanarak	VERB
geç	geçmesini	VERB
kim	kiminle	PRON
öz	özü	ADJ
klein	klein'in	PROPN
toprak	topraklara	NOUN
kuruluş	kuruluşu	NOUN
otuz	otuzda	NUM
yağ	yağ	NOUN
güreş	güreş	PROPN
cumhuriyet	cumhuriyeti'nin	NOUN
bakırköy	bakırköy'de	PROPN
soğan	soğan	NOUN
belir	belirtip	VERB
adaylık	adaylığını	NOUN
post	post	NOUN
gösteri	gösteriyi	NOUN
_	açıktır	_
soğuk	soğukta	NOUN
aaa	aaa	INTJ
serin	serin	ADJ
kavga	kavgalar	NOUN
kur	kurulacak	VERB
kong	kong'un	PROPN
yurt	yurdu	NOUN
prens	prensin	NOUN
toplantı	toplantısına	NOUN
hedef	hedefinin	NOUN
çalış	çalışmıyor	VERB
hasta	hastaya	NOUN
raf	raflara	NOUN
defter	defteri	NOUN
bırak	bırakmış	VERB
1820	1820'de	NOUN
kapalılık	kapalılık	NOUN
pencere	pencerede	NOUN
saf	saf	ADJ
_	ahlaki	ADJ
ol	olmadığının	VERB
papa	papa	NOUN
bonnor	bonnor	PROPN
köy	köyler	NOUN
san	san	PROPN
çift	çifti	ADJ
parmak	parmağını	NOUN
kıyı	kıyıya	NOUN
say	saymıyorum	VERB
durum	durumlara	NOUN
tümör	tümör	NOUN
dükkan	dükkandan	NOUN
shan	shen	PROPN
domates	domates	NOUN
ali	ali'yi	PROPN
_	ağırlıklı	_
kaçır	kaçırıyor	VERB
ilişki	ilişkilerin	NOUN
biz	bizle	PRON
kapat	kapatmış	VERB
gel	gelemezsin	VERB
kibirli	kibirli	ADJ
kap	kaptığı	VERB
topluluk	topluluk	NOUN
işlem	işlem	NOUN
ortaçağ	ortaçağ	NOUN
çiçek	çiçeğin	NOUN
kes	kesilmişti	VERB
burjuvazi	burjuvazi	NOUN
puccini	puccini’nin	PROPN
tüzük	tüzük	NOUN
_	bıyıklı	_
uza	uzadıkça	VERB
köpek	köpeklerin	NOUN
var	varmıştı	VERB
ver	vermeye	NOUN
kıraathane	kıraathaneye	NOUN
inek	ineğin	NOUN
daire	daireyi	NOUN
füsun	füsun	PROPN
yüksel	yüksel	PROPN
rus	rusların	ADJ
zübeyde	zübeyde	PROPN
han	hanın	NOUN
gelecek	gelecekte	NOUN
et	etmediler	VERB
gençlik	gençliğinde	NOUN
uza	uzanıyor	VERB
çık	çıkmıyordu	VERB
i̇spanya	i̇spanya	PROPN
yüz	yüzlerini	NOUN
anlat	anlatamam	VERB
sonra	sonrasına	NOUN
güven	güveniyor	VERB
çiz	çizerek	VERB
masa	masası	NOUN
anlaşma	anlaşmayı	NOUN
sar	sarıldım	VERB
i	yum	AUX
yaşa	yaşarken	VERB
uber	uber	X
konuş	konuşmadık	VERB
iste	istediğini	VERB
bağla	bağlayan	ADJ
tüccar	tüccar	NOUN
duy	duymaz	VERB
_	kalmışlardır	VERB
palto	paltosunu	NOUN
bit	bittikten	VERB
yön	yönü	NOUN
birey	bireyler	NOUN
yardım	yardımları	NOUN
söyle	söylememek	VERB
niyet	niyetine	NOUN
boz	bozulmaktadır	VERB
bez	bezi	ADJ
yargıç	yargıç	NOUN
büyükelçi	büyükelçi	NOUN
imzala	imzaladı	VERB
getir	getirdikleri	VERB
yaşam	yaşamı	NOUN
kamerun	kamerun	PROPN
lezzetli	lezzetli	ADJ
vakit	vaktin	NOUN
kal	kaldırılması	VERB
yinele	yineledi	VERB
büyükelçi	büyükelçim	NOUN
gir	girdiği	VERB
trakya	trakya	PROPN
ils	ils	NOUN
piş	pişmiş	VERB
balıbey	balıbey	PROPN
kıvrak	kıvrak	ADJ
ayır	ayırıyor	VERB
sıkıntı	sıkıntıyla	NOUN
ödp	ödp'nin	NOUN
boynuz	boynuzları	NOUN
_	şiddetli	_
düşür	düşürülsün	VERB
al	almamıştı	VERB
masa	masalarına	NOUN
mimar	mimarına	NOUN
buyur	buyrun	VERB
bavul	bavul	NOUN
roqueford	roquefort	PROPN
mikrofon	mikrofon	NOUN
kahve	kahvesini	NOUN
aldrin	aldrin	PROPN
yapı	yapıların	NOUN
liao	liao	PROPN
bugün	bugünlerde	NOUN
dolap	dolabın	NOUN
_	burunlu	_
ver	verebileceklerini	VERB
bil	bilmesin	VERB
çal	çalmanı	VERB
sebep	sebebini	NOUN
birbir	birbirlerinden	PRON
elverişli	elverişli	ADJ
kasa	kasanın	NOUN
başkan	başkanlarına	NOUN
kamp	kamp	NOUN
ihtiyaç	ihtiyacımız	NOUN
etki	etkilerini	NOUN
liman	limanlar	NOUN
buçuk	buçuk	ADJ
hizmet	hizmetlerden	NOUN
mehmet	mehmet’le	PROPN
tut	tuttuğunu	VERB
kuram	kuramının	NOUN
veri	verilerinin	NOUN
netice	neticeye	NOUN
muhtemel	muhtemel	ADJ
lezzet	lezzet	NOUN
eğ	eğerek	VERB
_	bugünkü	_
ol	olabilmek	VERB
görüntü	görüntüsünün	NOUN
kum	kumun	NOUN
it	itler	NOUN
plan	plana	NOUN
bekle	bekliyorlardı	VERB
uyumlu	uyumlu	ADJ
bak	baktık	VERB
efsane	efsanesi	NOUN
model	modelde	NOUN
yetenek	yeteneği	NOUN
gül	güldü	VERB
al	alıyorum	VERB
ikiyuz	ikiyuz	NUM
lokanta	lokantası	NOUN
dal	dal	NOUN
kal	kalmamıştı	VERB
karış	karıştırdı	VERB
top	topu	NOUN
turhan	turhan’ın	PROPN
utan	utandığım	VERB
_	esprili	_
gerekçe	gerekçesiyle	NOUN
çalış	çalışmalar	VERB
uğra	uğratır	VERB
müstakbel	müstakbel	ADJ
sabahleyin	sabahleyin	ADV
etkile	etkilenmeden	VERB
kazan	kazan	NOUN
kafkasya	kafkasya'nın	PROPN
santa	santa	PROPN
aniden	aniden	ADV
televizyon	televizyonu	NOUN
baskı	baskın	ADJ
tedavi	tedavisi	NOUN
duy	duyan	VERB
ki	kine	ADP
gönder	gönderilmesi	VERB
sor	soruyorum	VERB
mermer	mermerle	NOUN
tezer	tezer	PROPN
böylesine	böylesine	ADV
sıkıntı	sıkıntın	NOUN
olay	olayların	NOUN
merdiven	merdiveni	NOUN
kamara	kamara	NOUN
topluluk	topluluklarını	NOUN
düzey	düzeyde	NOUN
iste	istemedikçe	VERB
çalış	çalışacağız	VERB
kale	kale’yi	NOUN
geç	geçmesi	VERB
hava	havayla	NOUN
milletvekilliği	milletvekilliği	NOUN
piknik	piknik	NOUN
başkanvekili	başkanvekili	NOUN
yarışma	yarışmayı	NOUN
kesim	kesimden	NOUN
kimlik	kimliği	NOUN
şirket	şirketlerinin	NOUN
kapıl	kapıldı	VERB
işle	işlenmiş	VERB
yumruk	yumruk	ADJ
git	gidebileceği	VERB
film	filmin	NOUN
otur	oturmaz	VERB
konum	konumu	NOUN
çalış	çalışmalara	VERB
elbise	elbiselerini	NOUN
ek	ekmez	VERB
birik	biriktirdiği	VERB
anlat	anlatsa	VERB
haksızlık	haksızlık	NOUN
bul	bulma	NOUN
aç	açılır	VERB
alem	aleme	NOUN
dalga	dalgasını	NOUN
hazırlık	hazırlıklar	NOUN
i	um	AUX
bayıl	bayılıyor	VERB
bekle	bekler	VERB
kapa	kapatılmış	VERB
