lemma	form	pos
66/401/ety	66/401/ety	NUM
43	43	NUM
iso	isojen	ADJ
vastata	vastaavien	VERB
puhua	puhut	VERB
vähän	vähäm	ADV
atlanta	atlantan	PROPN
aro	aro	PROPN
mahtaa	mahtaisi	AUX
säilyttää	säilyttämään	VERB
suositella	suosittelen	VERB
tietokone	tietokonetta	NOUN
äiti	äidillä	NOUN
ry	ry	NOUN
tumma	tummaa	ADJ
puute	puutteet	NOUN
puhdas	puhtaan	ADJ
kirvesperseet	kirvesperseet	PROPN
ehdottaa	ehdottanut	VERB
lämmin	lämpimiä	ADJ
university	university	PROPN
ala	aloja	NOUN
televisio	televisio	NOUN
kuvio	kuvioihin	NOUN
vienti	vienti	NOUN
tarjotin	tarjottimella	NOUN
luennoida	luennoi	VERB
talvisin	talvisin	ADV
nauta#eläin	nautaeläinten	NOUN
tiettävästi	tiettävästi	ADV
hoito#työ	hoitotyön	NOUN
kärkimaa	kärkimaita	NOUN
umpi	ummet	NOUN
teatteri	teatteriin	NOUN
ase	aseiden	NOUN
vara#puheen#johtaja	varapuheenjohtaja	NOUN
tämmöinen	tämmöstä	ADJ
tuuli	tuulella	NOUN
tällainen	tällaisiin	ADJ
väärä	väärien	ADJ
luulla	luultiin	VERB
vittua	vittua	INTJ
jalka	jalkojen	NOUN
raollaan	raollaan	ADV
700	700	NUM
tehdä	tehdyllä	VERB
parantaminen	parantamiseen	NOUN
täytyä	täytyykö	AUX
avain	avaimen	NOUN
käyttää	käytettäisiin	VERB
uutinen	uutisten	NOUN
taito	taitoja	NOUN
myöntää	myöntämään	VERB
yhteis#ymmärrys	yhteisymmärrykseen	NOUN
perjantai	perjantai	NOUN
penkki	penkkien	NOUN
kuvata	kuvattu	VERB
tulla	tulimme	VERB
materiaali	materiaali	NOUN
jäädä	jäämässä	VERB
siirtää	siirrettiin	VERB
pt	pt	NOUN
trump	trump	PROPN
lausunto	lausuntonsa	NOUN
ylösalaisin	ylösalaisin	ADV
kapina	kapinaan	NOUN
haluta	halunneet	VERB
viima	viima	NOUN
kiinnostaa	kiinnostavat	VERB
kierre	kierteeseen	NOUN
4_600	4_600	NUM
kappale	kappaleensa	NOUN
geneettinen	geneettisen	ADJ
täytäntöönpano	täytäntöönpano	NOUN
muodostua	muodostui	VERB
tanssia	tanssimaan	VERB
mennä	menet	VERB
pieni	pienin	ADJ
perinne	perinteen	NOUN
lisääminen	lisäämistä	NOUN
energia	energia	NOUN
pyrkiä	pyrkiny	VERB
kirja	kirjojen	NOUN
€	€	SYM
kilpailu	kilpailusta	NOUN
kuuluisa	kuuluisien	ADJ
yksityinen	yksityisen	ADJ
kynä	kynän	NOUN
kauheus	kauheutta	NOUN
ohut	ohut	ADJ
yrittää	yritä	VERB
firma	firman	NOUN
kaltainen	kaltaiseni	ADJ
immortal	immortal	PROPN
lelu	lelujen	NOUN
litra	litraa	NOUN
tutkia	tutkimaan	VERB
jälki	jälkensä	NOUN
kiinnostaa	kiinnostanut	VERB
länsi	lännen	NOUN
lukea	luettavaksi	VERB
silkkihanskakohtelu	silkkihanskakohtelua	NOUN
asua	asuttu	VERB
määrä	määrällä	NOUN
repiä	repiä	VERB
kuninkaallinen	kuninkaallisten	NOUN
veri	veri	NOUN
kasvatus	kasvatus	NOUN
hallitus	hallitukselle	NOUN
kunta	kunnassa	NOUN
tehdä	tehdystä	VERB
mekanismi	mekanismeja	NOUN
grisay	grisay	PROPN
maalata	maalata	VERB
aiheutua	aiheutunut	VERB
ottaminen	ottamiseksi	NOUN
olemassa	olemassakaan	ADV
yllättää	yllätti	VERB
lukea	luettuina	VERB
republikaani#puolue	republikaanipuolueen	NOUN
haluta	haluisit	VERB
kahvi	kahvilla	NOUN
paikallinen	paikallista	ADJ
laatikko	laatikon	NOUN
väri	väriä	NOUN
dekaani	dekaani	NOUN
nostaa	nostetaan	VERB
oma	omakseen	ADJ
syttyä	syttymään	VERB
tekijä	tekijöitä	NOUN
tykätä	tykkäsi	VERB
toivo	toivosta	NOUN
kuulla	kuultu	VERB
kinkku	kinkku	NOUN
avio#mies	aviomies	NOUN
todistaa	todisti	VERB
setälä	setälän	PROPN
serbi	serbien	NOUN
aueta	aukesi	VERB
kirjallinen	kirjallisen	ADJ
kappale	kappaleista	NOUN
tarkastus	tarkastuksia	NOUN
uni#aika	uniaika	NOUN
poro	porojen	NOUN
velka	velan	NOUN
tavara#kuljetus	tavarakuljetuksia	NOUN
kenia	kenian	PROPN
pari	paria	NOUN
neljännes	neljänneksen	NOUN
ratketa	ratkennee	VERB
vahvistaminen	vahvistamiseksi	NOUN
uskomaton	uskomattoman	ADJ
osa#puoli	osapuolten	NOUN
työ#elämä	työelämässä	NOUN
georgialainen	georgialainen	ADJ
mauno	mauno	PROPN
kypsyä	kypsymässä	VERB
7,5	7,5	NUM
pystyä	pystyttävä	VERB
kuunnella	kuuntelen	VERB
kotouttaminen	kotouttamisen	NOUN
konserni	konsernin	NOUN
kuvata	kuvaavat	VERB
800 000	800 000	NUM
hetki	hetkeäkään	NOUN
antaminen	antaminen	NOUN
2017	2017	NUM
selville	selville	ADV
maa#kunta	maakunnassa	NOUN
näkyvästi	näkyvästi	ADV
sisäinen	sisäisen	ADJ
haju	hajuja	NOUN
aikomus	aikomus	NOUN
laihtua	laihtua	VERB
73	73	NUM
kahvila	kahvilan	NOUN
ties	ties	PART
puhua	puhuttaisiin	VERB
vahva	vahvin	ADJ
koura	kourassa	NOUN
lehti	lehdissä	NOUN
helpottaa	helpottaa	VERB
paula	paula	PROPN
lähteä	lähdettyä	VERB
itä	itään	NOUN
vanha	vanhoista	ADJ
voida	voisitteko	AUX
valmistaa	valmistamaan	VERB
psykiatri	psykiatrin	NOUN
kangas	kangas	NOUN
puhaltaa	puhaltaa	VERB
tavata	tavattavissa	VERB
margaret	margaret	PROPN
olematon	olematon	ADJ
yhteis#kunnallinen	yhteiskunnalliseen	ADJ
erottaa	erotetaan	VERB
naurattaa	nauratti	VERB
eurooppa#neuvosto	eurooppa-neuvoston	NOUN
soida	soida	VERB
hinta	hinnaksi	NOUN
1966	1966	NUM
vastaavanlainen	vastaavanlainen	ADJ
raikas	raikas	ADJ
lukuinen	lukuisten	ADJ
koittaa	koitti	VERB
me	meil	PRON
jaksaa	jaksaisin	VERB
alku#peräinen	alkuperäinen	ADJ
edistys	edistystä	NOUN
pysäkki	pysäkillä	NOUN
lukea	luet	VERB
oppilas	oppilasta	NOUN
uusi	uutena	ADJ
diamond	diamond	PROPN
juosta	juoksevat	VERB
evätä	evätä	VERB
180	180	NUM
sanomat	sanomissa	PROPN
keskusta	keskustaa	NOUN
sim	simeille	NOUN
valmentaja	valmentajan	NOUN
flanderi	flanderin	PROPN
tuhota	tuhoaa	VERB
kotouttaminen	kotouttaminen	NOUN
näppäin	näppäintä	NOUN
virta	virta	NOUN
ura	uralla	NOUN
korkea	korkeassa	ADJ
herätä	herätä	VERB
siirtyä	siirtyivät	VERB
ravinto	ravinto	NOUN
milloin	millon	ADV
keskeyttää	keskeytti	VERB
chávez	chávezin	PROPN
maistua	maistuivat	VERB
kaveri	kaveria	NOUN
rinnalle	rinnalle	ADP
lähettää	lähetetty	VERB
lähemmäs	lähemmäs	ADP
esitellä	esitellään	VERB
upea	upeeta	ADJ
auttaa	auttavat	VERB
järkytys	järkytys	NOUN
kuningas#kunta	kuningaskunta	NOUN
ruskistaa	ruskista	VERB
nykyisellään	nykyisellään	ADV
kansain#välinen	kansainväliset	ADJ
kieltää	kieltää	VERB
kokematon	kokematon	ADJ
tuo	noiden	PRON
järjestely	järjestely	NOUN
laittaa	laitamme	VERB
hoitaminen	hoitamiseen	NOUN
mieletön	mieletön	ADJ
syvyys	syvyyttä	NOUN
olla	olinko	AUX
tutkimus#keskus	tutkimuskeskuksen	NOUN
ihmeellinen	ihmeellistä	ADJ
ey	ey:	PROPN
luotettava	luotettava	ADJ
muusikko	muusikoiden	NOUN
vastuu	vastuulla	NOUN
valta#istuin	valtaistuimelle	NOUN
tulokas	tulokas	NOUN
greenpeace	greenpeace	PROPN
päällekkäin	päällekkäin	ADV
uhrata	uhrata	VERB
kiista	kiistaa	NOUN
japani	japaniin	PROPN
presidentin#vaalit	presidentinvaalien	NOUN
väittää	väitettiin	VERB
club	club	PROPN
marko	marko	PROPN
tps	tps	PROPN
lämpö	lämmön	NOUN
tulos	tulokseen	NOUN
viimeinen	viimeisistä	ADJ
rinta	rinta	NOUN
periaate	periaatteena	NOUN
selvä	selvänä	ADJ
juttu	jutut	NOUN
suvaitsevaisuus	suvaitsevaisuus	NOUN
belgia	belgiassa	PROPN
tarvita	tarttee	AUX
suola	suolan	NOUN
raja	rajasta	NOUN
herätä	herännyt	VERB
lyödä	lyömään	VERB
ryhmä#poikkeus	ryhmäpoikkeuksen	NOUN
pelkkä	pelkkiä	ADJ
finnair	finnairin	PROPN
lehti	lehtiin	NOUN
häiritä	häiritä	VERB
jalka	jalka	NOUN
jää#kiekko	jääkiekon	NOUN
osoittaa	osoittamaan	VERB
chanel	chanel	PROPN
vähentäminen	vähentämistä	NOUN
ihn	ihn	PROPN
olla	ootteko	AUX
julkaiseminen	julkaisemista	NOUN
asetus	asetukset	NOUN
tapahtua	tapahtuisi	VERB
kansalainen	kansalaisista	NOUN
johtaja	johtajista	NOUN
bruce	bruce	PROPN
olla	ollakseen	AUX
hän	häne	PRON
liike	liikkeen	NOUN
pelaaja	pelaajien	NOUN
ylemmäs	ylemmäs	ADV
nimi	nimillä	NOUN
hyödyntää	hyödynsi	VERB
ruotsalainen	ruotsalaiset	ADJ
lähestyä	lähestyvät	VERB
raha#laitos#sektori	rahalaitossektorin	NOUN
tuulla	tuulee	VERB
yhtiö	-yhtiön	NOUN
hyvä	parhaista	ADJ
sietää	sietämätön	VERB
pesu	pesu	NOUN
linja	linjasta	NOUN
rasva	rasva	NOUN
yahoo	yahoo	PROPN
lohduttaa	lohduttaa	VERB
liittyminen	liittymisen	NOUN
tuohon	tohon	ADV
terveys	terveyteen	NOUN
lento	lento	NOUN
->	->	SYM
toimen#pide	toimenpiteisiin	NOUN
hauta	hauta	NOUN
pystyä	pystytä	VERB
asian#mukainen	asianmukaisen	ADJ
hitler	hitlerin	PROPN
ratkaisu	ratkaisuista	NOUN
taistella	taisteli	VERB
saavuttaa	saavutetaan	VERB
ratkaista	ratkaistaan	VERB
komentaja	komentaja	NOUN
pehmeä	pehmeää	ADJ
meri	merellä	NOUN
turha	turhan	ADJ
pentti	pentti	PROPN
tulla	tultava	VERB
ruoka	ruoat	NOUN
nimetä	nimettiin	VERB
tarjous	tarjouksen	NOUN
1941	1941	NUM
asukas	asukasta	NOUN
raportti	raportti	NOUN
näkyvyys	näkyvyyttä	NOUN
etu	etujen	NOUN
sunnuntaisin	sunnuntaisin	ADV
tehdä	tekevä	VERB
suostua	suostui	VERB
tietokone	tietokoneet	NOUN
miellyttävä	miellyttävä	ADJ
tyhjetä	tyhjeni	VERB
likainen	likaisen	ADJ
nostaa	nostettiin	VERB
myhäillä	myhäilee	VERB
pöytä#kirja	pöytäkirjaan	NOUN
tem	tem:n	PROPN
tismalleen	tismalleen	ADV
ylpeys	ylpeys	NOUN
ehdollinen	ehdollista	ADJ
myöhäinen	myöhäistä	ADJ
muna	munat	NOUN
antero	antero	PROPN
vanha	vanhempana	ADJ
kevyt	kevyen	ADJ
tyynesti	tyynesti	ADV
olla	lienevät	AUX
tehdä	tehden	VERB
hieno	hienon	ADJ
kurkku	kurkustaan	NOUN
kannattaja	kannattajat	NOUN
riehua	riehuu	VERB
hyökkäys	hyökkäys	NOUN
hän	häm	PRON
raskaus	raskauden	NOUN
vaihto	vaihdon	NOUN
tilaisuus	tilaisuuteen	NOUN
katolinen	katolisen	ADJ
jyskyttää	jyskyttää	VERB
hemi	hemi	PROPN
helppo	helpoksi	ADJ
unohtaa	unohtaneet	VERB
leaf	leafin	PROPN
kiintiö	kiintiöiden	NOUN
syksy	syksy	NOUN
katsomo	katsomossa	NOUN
kielto	kielto	NOUN
kierros	kierrokselle	NOUN
alkaa	alkaneet	VERB
numero	numerot	NOUN
rauhallinen	rauhallista	ADJ
suhteellinen	suhteelliset	ADJ
harjata	harjasi	VERB
päätyä	päätynyt	VERB
à	à	SYM
käsitellä	käsiteltävänä	VERB
perinne	perinne	NOUN
etsiä	etsivät	VERB
sairastua	sairastua	VERB
luulla	luuli	VERB
laadukas	laadukasta	ADJ
_	ellemme	_
nääs	nääs	PART
tila	tiloja	NOUN
kestävä	kestävä	ADJ
esimerkki	esimerkkiä	NOUN
tbk	tbk	PROPN
seuraaja	seuraajaa	NOUN
syyllinen	syylliseksi	ADJ
sanoa	sanoneen	VERB
erikoisuus	erikoisuus	NOUN
fiat	fiat	PROPN
lento	lennot	NOUN
rakenteellinen	rakenteellisia	ADJ
nykyä	nykyä	ADV
vaari	vaarilla	NOUN
syyttää	syyttävät	VERB
demille	demille	PROPN
kaukasia	kaukasian	PROPN
haista	haisi	VERB
pikaisesti	pikaisesti	ADV
ruoka	ruokaan	NOUN
vuoroin	vuoroin	CCONJ
hyttynen	hyttysen	NOUN
seuraus	seuraukset	NOUN
kännykkä	kännykän	NOUN
sieltä	sielt	ADV
rumasti	rumasti	ADV
kamera	kameran	NOUN
päätös#lauselma	päätöslauselma	NOUN
menneisyys	menneisyydestä	NOUN
libya	libyan	PROPN
kuulla	kuullu	VERB
tottua	tottuu	VERB
teatteri	teatterissa	NOUN
tuottaa	tuotetun	VERB
kansanedustaja	kansanedustajan	NOUN
kahdeksan	kahdeksalla	NUM
sanoa	sanot	VERB
uhri	uhria	NOUN
tulvillaan	tulvillaan	ADV
raha	rahasi	NOUN
tutustua	tutustui	VERB
pomo	pomolle	NOUN
edessä	edessämme	ADV
tyhjä	tyhjiksi	ADJ
kaunis	kauneimman	ADJ
235	235	NUM
keskustella	keskusteltiin	VERB
intensiivisesti	intensiivisesti	ADV
surra	sure	VERB
raha	rahojaan	NOUN
pimeä	pimeässä	ADJ
kymmenes	kymmenennen	ADJ
maissi	maissin	NOUN
itäinen	itäinen	ADJ
odottaa	odotettu	VERB
yksityinen	yksityisille	ADJ
veikko	veikko	PROPN
edellytys	edellytys	NOUN
kohota	kohosi	VERB
hylätä	hylkäsi	VERB
kukin	kutakin	PRON
89/662/ety	89/662/ety	NUM
kesä	kesät	NOUN
menettely	menettelyjen	NOUN
ranska	ranskasta	PROPN
suora	suoraa	ADJ
luvata	lupaan	VERB
perus	perus-	NOUN
todeta	todennut	VERB
irtisanoa	irtisanoi	VERB
google	google	PROPN
vaikuttaa	vaikuttaneet	VERB
santala	santala	PROPN
ihastua	ihastui	VERB
make	maken	PROPN
ura	ura	NOUN
stanley	stanley	PROPN
nousta	nousseet	VERB
1-2	1-2	NUM
vaipua	vaipua	VERB
puhe#mies	puhemiehen	NOUN
uida	uimaan	VERB
kolme	kolmea	NUM
kohdata	kohdannut	VERB
selvitä	selviä	VERB
alkaa	alkamassa	VERB
sibelius	sibelius	PROPN
ict	ict	PROPN
salaatti	salaatissa	NOUN
göteborg	göteborgin	PROPN
käsi	käsiä	NOUN
tämmöinen	tämmönen	DET
tehdä	tehneen	VERB
kehittäminen	kehittämisen	NOUN
sakko	sakko	NOUN
kenttä	kentän	NOUN
tajuta	tajua	VERB
kilo	kilon	NOUN
ihminen	ihmisenä	NOUN
kuiva	kuiva	ADJ
murhaaja	murhaaja	NOUN
asettaa	asettanut	VERB
rakentaminen	rakentamisessa	NOUN
pohtia	pohtimaan	VERB
tv	tv:n	NOUN
viaton	viaton	ADJ
kohteliaasti	kohteliaasti	ADV
olla	ollessaan	AUX
luento	luentoa	NOUN
yhdistyä	yhdistyvät	VERB
torjua	torjua	VERB
seistä	seistä	VERB
saattaa	saatat	AUX
huomioida	huomioida	VERB
jäädä	jäänyttä	VERB
asia#kirja	asiakirjoja	NOUN
toteuttaminen	toteuttamiseen	NOUN
kiva	kivan	ADJ
kisa	kisoissa	NOUN
sanomat	sanomien	PROPN
miettiä	miettiessään	VERB
ohjelma	ohjelmasta	NOUN
onnistuminen	onnistumisen	NOUN
kohtalo	kohtalosta	NOUN
toppi	toppi	NOUN
trunkenpolz	trunkenpolz	PROPN
tiede#mies	tiedemiesten	NOUN
keho	kehon	NOUN
moka	moka	NOUN
selvitä	selviävät	VERB
maalata	maalasi	VERB
vallata	valtasivat	VERB
aineisto	aineisto	NOUN
peruste	perusteet	NOUN
väki#luku	väkiluvun	NOUN
saada	saanen	AUX
miellyttävä	miellyttävän	ADJ
tusina	tusina	NOUN
vähimmäis#varanto#järjestelmä	vähimmäisvarantojärjestelmän	NOUN
toimija	toimijoiden	NOUN
hyppiä	hyppi	VERB
perustamis#sopimus	perustamissopimuksessa	NOUN
silmä	silmää	NOUN
kaisu	kaisu	PROPN
kuri	kurissa	NOUN
tutustua	tutustumassa	VERB
jj	jj	PROPN
satakunta	satakunnan	PROPN
räisänen	räisäsen	PROPN
etäisyydellä	etäisyydellä	ADP
lasi	lasit	NOUN
usea	useampi	ADJ
rakastua	rakastunut	VERB
paloitella	paloittele	VERB
katsoja	katsojia	NOUN
kesä	kesään	NOUN
sama	samalta	PRON
kassa	kassalla	NOUN
kuulla	kuulisi	VERB
ymmärtää	ymmärtävän	VERB
selkä	selässään	NOUN
käyttää	käyttävä	VERB
toinen	toisilla	PRON
ajan#kohta	ajankohtaan	NOUN
lempi	lempi	PROPN
florida	floridassa	PROPN
paperi	papereita	NOUN
puute	puutteen	NOUN
ote	otteeseen	NOUN
joel	joel	PROPN
seinä	seinän	NOUN
anu	anu	PROPN
ontario	ontarion	PROPN
televisio	televisiota	NOUN
kuusamo	kuusamoon	PROPN
jollainen	jollaista	ADJ
hieno	hienoja	ADJ
perustua	perustuvasta	VERB
laukaus	laukaus	NOUN
työ#paikka	työpaikat	NOUN
kuulla	kuulet	VERB
pöytä	pöytää	NOUN
kisa	kisaa	NOUN
paluu	paluuta	NOUN
arabian#timali	arabiantimali	NOUN
riittää	riittäisi	VERB
palata	palaisi	VERB
niko	nikon	PROPN
liike	liike	NOUN
hollantilainen	hollantilaiset	NOUN
seuraava	seuraaviin	ADJ
päästä	päästy	VERB
ajatella	ajateltu	VERB
kallio	kallio	PROPN
englanti	englantiin	PROPN
vahva	vahvan	ADJ
luonne	luonteesta	NOUN
siisti	siistinä	ADJ
viikon#loppu	viikonlopuksi	NOUN
maksu	maksua	NOUN
auto#näyttely	autonäyttelyssä	NOUN
yhteis#työ	yhteistyöhön	NOUN
olio	olioiden	NOUN
kirjoittaa	kirjoitettujen	VERB
tarkistus	tarkistukset	NOUN
laite	laite	NOUN
pohjoismaa	pohjoismaiden	PROPN
maahan#muutto	maahanmuuttoa	NOUN
isännöinti#tehtävä	isännöintitehtäviä	NOUN
vastata	vastanneista	VERB
työ#voima#politiikka	työvoimapolitiikan	NOUN
hymyillä	hymyillen	VERB
päästää	päästämään	VERB
kerros	kerros	NOUN
kansa	kansasta	NOUN
pelata	pelaamalla	VERB
talo#yhtiö	taloyhtiön	NOUN
yksimielisyys	yksimielisyyteen	NOUN
pelätä	pelkäsivät	VERB
huomata	huomanneet	VERB
lennähtää	lennähtää	VERB
puheen#vuoro	puheenvuoro	NOUN
tonni/vuosi	t/vuosi	NOUN
poliisi	poliisien	NOUN
heidi	heidi	PROPN
työ#markkinat	työmarkkinoille	NOUN
carmen	carmen	PROPN
välähtää	välähtivät	VERB
onnettomuus	onnettomuuden	NOUN
merkki	merkkinä	NOUN
nuori	nuoremman	ADJ
sopimus	sopimuksessa	NOUN
pelaaminen	pelaaminen	NOUN
kauhu	kauhun	NOUN
vara	varojen	NOUN
välittäjä	välittäjänä	NOUN
delta	deltan	PROPN
tuote	tuotteille	NOUN
ohjaus	ohjaus	NOUN
viejä#maa	viejämaassa	NOUN
pelätä	pelättiin	VERB
peili	peilin	NOUN
hotelli	hotelliin	NOUN
ostaja	ostajan	NOUN
sosiaalinen	sosiaalisesta	ADJ
jokainen	jokaisena	DET
purkaa	purettiin	VERB
ali	ali	ADP
rauhoittua	rauhoittunut	VERB
uskomaton	uskomatonta	ADJ
keittää	keittää	VERB
nämä	näinä	DET
jonnekin	jonnekkii	ADV
määttänen	määttäsen	PROPN
todistus	todistus	NOUN
ankkuroida	ankkuroida	VERB
alemmas	alemmas	ADV
lontoo	lontoo	PROPN
viini	viinin	NOUN
maailman#mestaruus	maailmanmestaruuden	NOUN
op-pohjola	op-pohjolan	PROPN
hymyillä	hymyilet	VERB
tuossa	tossa	ADV
toimija	toimijat	NOUN
muu	muukin	PRON
hunaja	hunajaa	NOUN
voida	voitiin	AUX
reuna	reunalla	NOUN
erilainen	erilaiset	ADJ
rakenne	rakennetta	NOUN
järjestely	järjestelyn	NOUN
paistaa	paistettiin	VERB
vinkki	vinkin	NOUN
peitto	peiton	NOUN
rakentaminen	rakentamista	NOUN
jakaantua	jakaantuvat	VERB
seksuaalinen	seksuaalinen	ADJ
kyljys	kyljysten	NOUN
kauneus	kauneus	NOUN
olympialaiset	olympialaisissa	NOUN
suosio	suosiota	NOUN
olvi	olvin	PROPN
kokous	kokoukseen	NOUN
vaatimus	vaatimusta	NOUN
loppua	loppuessa	VERB
kartano	kartanon	NOUN
night	night	PROPN
paikka	paikaksi	NOUN
järjestää	järjestämällä	VERB
biaudet	biaudet	PROPN
välttämätön	välttämättömiä	ADJ
lainaus	lainaus	NOUN
olla	olisitte	AUX
bithynia	bithynian	PROPN
edus#kunta	eduskunta	NOUN
jussi	jussille	NOUN
kymmenkunta	kymmenkunta	NUM
yritys	yrityksiin	NOUN
luokitus	luokitusta	NOUN
hanke	hankkeen	NOUN
puhuja	puhuja	NOUN
kuningas	kuninkaaksi	NOUN
hoitaa	hoidettu	VERB
sopia	sopineet	VERB
92/160/ety	92/160/ety	NUM
tyylikkäästi	tyylikkäästi	ADV
lintu	lintua	NOUN
mekanismi	mekanismit	NOUN
parlamentti	parlamenttien	NOUN
henrik	henrik	PROPN
liitto	liittoon	NOUN
‘	‘	PUNCT
selitys	selityksen	NOUN
ammatti#liitto	ammattiliittojen	NOUN
sallia	sallia	VERB
baari	baariin	NOUN
tottua	totuttu	VERB
tehostaa	tehostaa	VERB
juoda	joimme	VERB
jatkaa	jatkettava	VERB
pariskunta	pariskunta	NOUN
sulkea	sulje	VERB
oikeus	oikeus-	NOUN
vihannes	vihannekset	NOUN
sosiaali-	sosiaali-	X
tuntua	tuntuisi	VERB
ainut	ainut	ADJ
nopeasti	nopeesti	ADV
ilmaista	ilmaista	VERB
pelkkä	pelkällä	ADJ
ahdistava	ahdistava	ADJ
lyhyt	lyhyet	ADJ
matkustaja	matkustajat	NOUN
rauha	rauha	NOUN
koko	kooltaan	NOUN
tenni	tenni	PROPN
hyödyttää	hyödyttävät	VERB
jättäminen	jättämisestä	NOUN
perinteinen	perinteiseen	ADJ
muna	munaa	NOUN
korkea	korkeissa	ADJ
innostua	innostuu	VERB
aikainen	aikaisemmista	ADJ
neuvottelu	neuvotteluista	NOUN
samankaltainen	samankaltaista	ADJ
kuolleisuus	kuolleisuus	NOUN
tieto#anto	tiedonannossa	NOUN
jono	jonossa	NOUN
oma	omissa	ADJ
kumartua	kumartui	VERB
työnantaja	työnantaja	NOUN
nähdä	nähtyään	VERB
kuka	keneltä	PRON
osoite	osoite	NOUN
vaikea	vaikean	ADJ
haara	haara	NOUN
helppo	helpolla	ADJ
kuningas#tie	kuninkaantien	NOUN
soveltaa	sovellettavista	VERB
direktiivi	direktiiviin	NOUN
istua	istunut	VERB
karvinen	karvinen	PROPN
tuntuvasti	tuntuvasti	ADV
vhs	vhs	PROPN
tarvittava	tarvittavia	ADJ
muisto	muistoja	NOUN
professori	professorina	NOUN
mies	miehenä	NOUN
ravintola	ravintolat	NOUN
kas	kas	PART
ulottuvuus	ulottuvuus	NOUN
rkl	rkl	NOUN
gunnar	gunnar	PROPN
sanominen	sanomista	NOUN
jouko	jouko	PROPN
syöpä	syövän	NOUN
wagon	wagon	PROPN
syödä	syöt	VERB
pakistan	pakistanin	PROPN
sellainen	sellaisissa	ADJ
jääkaappi	jääkaappi	NOUN
valita	valittaessa	VERB
be	be	X
bédard	bédard	PROPN
täytyä	täytynee	AUX
osua	osunut	VERB
kiskoa	kiskoa	VERB
tehdä	tekikin	VERB
kundi	kundi	NOUN
foorumi	foorumin	NOUN
marcus	marcus	PROPN
kärsiä	kärsimään	VERB
valoisa	valoisa	ADJ
osa	osien	NOUN
keskeinen	keskeisin	ADJ
omistaja	omistaja	NOUN
menettää	menettivät	VERB
aihe	aiheita	NOUN
kiireesti	kiireesti	ADV
ostaa	ostettu	VERB
arvioida	arvioivat	VERB
laituri	laiturilla	NOUN
asua	asuneet	VERB
pitkä	pitkien	ADJ
kertoa	kertone	VERB
sormi	sormet	NOUN
sijaita	sijaitsevaa	VERB
1,2	1,2	NUM
liike	liikkeet	NOUN
tšeljabinsk	tšeljabinskin	PROPN
toden#näköinen	todennäköistä	ADJ
luotettava	luotettavia	ADJ
mittaus	mittaus	NOUN
lakko	lakko	NOUN
lista	-listalla	NOUN
asema	asemaa	NOUN
meri	merta	NOUN
hame	hame	NOUN
yksittäinen	yksittäinen	ADJ
laulu	laulua	NOUN
surmata	surmattu	VERB
nousu	nousun	NOUN
armeija	armeijassa	NOUN
muuten	muutenkaan	ADV
ostaminen	ostaminen	NOUN
elämän#tapa#liitto	elämäntapaliitto	NOUN
nykyinen	nykyiseen	ADJ
valua	valuivat	VERB
ehdottaa	ehdotamme	VERB
komeasti	komeasti	ADV
metso	metso	PROPN
saattaa	saatetaan	AUX
nauttia	nauttivan	VERB
tappio	tappioita	NOUN
tila	tiloista	NOUN
monimutkainen	monimutkainen	ADJ
wall	wall	PROPN
jälkeen	jälkeensä	ADV
julkisuus	julkisuutta	NOUN
1980#luku	1980-luvulla	NOUN
yksinvaltias	yksinvaltiaan	NOUN
viitata	viitataan	VERB
korkealla	korkealla	ADV
osa	osista	NOUN
seuraaja	seuraajaksi	NOUN
osua	osuu	VERB
lhc	lhc:n	PROPN
tarkoittaa	tarkoitettuja	VERB
harrastaa	harrastaa	VERB
parlamentti	parlamenttiin	NOUN
into	innolla	NOUN
jokin	jollakin	PRON
itse	itseämme	PRON
metsä	metsissä	NOUN
arkhaimenidit	arkhaimenidien	NOUN
lopullinen	lopullisessa	ADJ
poistaminen	poistamiseksi	NOUN
lisääntyä	lisääntyneet	VERB
jakso	jaksoa	NOUN
vilja	viljaa	NOUN
pimeys	pimeys	NOUN
olla	olleiden	VERB
samastaa	samastin	VERB
pohjois-karjala	pohjois-karjalasta	PROPN
edellinen	edellisessä	ADJ
kyynel	kyyneleet	NOUN
kevät	kevättä	NOUN
sellainen	sellasta	ADJ
teuras	teuraaksi	NOUN
urheilija	urheilijoiden	NOUN
piisata	piisaa	VERB
osoittaa	osoittivat	VERB
jää	jäälle	NOUN
ympärillä	ympärillään	ADV
hoito	hoidossa	NOUN
törmätä	törmäsivät	VERB
tavara#kuljetus	tavarakuljetusten	NOUN
joutua	joudutaan	VERB
tarkka	tarkkoja	ADJ
risperidon	risperidon	PROPN
edetä	etenevät	VERB
salaatti	salaatin	NOUN
sijoittuminen	sijoittuminen	NOUN
everton	evertonin	PROPN
pätkä	pätkä	NOUN
käytös	käytöksestä	NOUN
käsi	käteensä	NOUN
työ	töistä	NOUN
aikuinen	aikuisia	NOUN
pitää	pidettyä	VERB
jännitys	jännitys	NOUN
jyrkänne	jyrkänteen	NOUN
risti	ristin	NOUN
kuvailla	kuvaillaan	VERB
pannu	pannulle	NOUN
pitää	pitikö	AUX
yhteys	yhteyksissä	NOUN
ylläpitää	ylläpitää	VERB
murha	murhia	NOUN
oikea	oikeat	ADJ
tytär	tyttären	NOUN
rata	radat	NOUN
